,0
1572,601857.SH
1573,002539.SZ
1574,603876.SH
1575,688182.SH
1576,600571.SH
1577,300390.SZ
1578,688535.SH
1579,300751.SZ
1580,688681.SH
1581,300748.SZ
1582,688234.SH
1583,601101.SH
1584,000505.SZ
1585,002476.SZ
1586,000732.SZ
1587,688006.SH
1588,688589.SH
1589,600959.SH
1590,300168.SZ
1591,688020.SH
1592,600929.SH
1593,688151.SH
1594,300128.SZ
1595,603456.SH
1596,688325.SH
1597,600667.SH
1598,301376.SZ
1599,603267.SH
1600,301220.SZ
1601,301186.SZ
1602,000150.SZ
1603,002524.SZ
1604,300347.SZ
1605,002056.SZ
1606,301357.SZ
1607,600111.SH
1608,002527.SZ
1609,600884.SH
1610,300085.SZ
1611,688507.SH
1612,301332.SZ
1613,688273.SH
1614,688093.SH
1615,300904.SZ
1616,300416.SZ
1617,000551.SZ
1618,002831.SZ
1619,000428.SZ
1620,301050.SZ
1621,301252.SZ
1622,600489.SH
1623,600330.SH
1624,002293.SZ
1625,300886.SZ
1626,600298.SH
1627,600602.SH
1628,600720.SH
1629,688019.SH
1630,002329.SZ
1631,002483.SZ
1632,600501.SH
1633,601006.SH
1634,002371.SZ
1635,688352.SH
1636,000616.SZ
1637,600316.SH
1638,300049.SZ
1639,603993.SH
1640,300767.SZ
1641,301396.SZ
1642,600119.SH
1643,600321.SH
1644,300782.SZ
1645,688426.SH
1646,002521.SZ
1647,002230.SZ
1648,000544.SZ
1649,000988.SZ
1650,000631.SZ
1651,000793.SZ
1652,688201.SH
1653,603477.SH
1654,688078.SH
1655,601015.SH
1656,688450.SH
1657,600481.SH
1658,688218.SH
1659,002287.SZ
1660,688478.SH
1661,301163.SZ
1662,300908.SZ
1663,301228.SZ
1664,002425.SZ
1665,688207.SH
1666,688185.SH
1667,688202.SH
1668,601390.SH
1669,300398.SZ
1670,002317.SZ
1671,002565.SZ
1672,601117.SH
1673,301118.SZ
1674,000686.SZ
1675,300884.SZ
1676,002342.SZ
1677,000552.SZ
1678,600800.SH
1679,600123.SH
1680,600565.SH
1681,000048.SZ
1682,002077.SZ
1683,002947.SZ
1684,600027.SH
1685,000998.SZ
1686,301151.SZ
1687,300113.SZ
1688,600797.SH
1689,601211.SH
1690,300952.SZ
1691,002190.SZ
1692,601838.SH
1693,688469.SH
1694,301090.SZ
1695,688458.SH
1696,002243.SZ
1697,601728.SH
1698,002101.SZ
1699,300456.SZ
1700,688655.SH
1701,300098.SZ
1702,300401.SZ
1703,300945.SZ
1704,600635.SH
1705,603515.SH
1706,000046.SZ
1707,601208.SH
1708,601658.SH
1709,301388.SZ
1710,300827.SZ
1711,300569.SZ
1712,301323.SZ
1713,603867.SH
1714,688221.SH
1715,688189.SH
1716,002031.SZ
1717,688557.SH
1718,000933.SZ
1719,301116.SZ
1720,603985.SH
1721,688237.SH
1722,301333.SZ
1723,688798.SH
1724,600900.SH
1725,600956.SH
1726,000617.SZ
1727,000156.SZ
1728,300415.SZ
1729,603063.SH
1730,600363.SH
1731,301399.SZ
1732,002589.SZ
1733,301321.SZ
1734,300725.SZ
1735,600114.SH
1736,002177.SZ
1737,300604.SZ
1738,600022.SH
1739,688525.SH
1740,300166.SZ
1741,301192.SZ
1742,688429.SH
1743,600267.SH
1744,601989.SH
1745,600228.SH
1746,300083.SZ
1747,600367.SH
1748,600485.SH
1749,600333.SH
1750,002685.SZ
1751,002118.SZ
1752,300075.SZ
1753,301078.SZ
1754,300229.SZ
1755,300356.SZ
1756,688133.SH
1757,600172.SH
1758,002662.SZ
1759,688165.SH
1760,002350.SZ
1761,001367.SZ
1762,002647.SZ
1763,002167.SZ
1764,600655.SH
1765,600171.SH
1766,002016.SZ
1767,603690.SH
1768,688138.SH
1769,688496.SH
1770,603222.SH
1771,601900.SH
1772,002001.SZ
1773,002741.SZ
1774,300990.SZ
1775,688519.SH
1776,300959.SZ
1777,002219.SZ
1778,601229.SH
1779,600307.SH
1780,301268.SZ
1781,600113.SH
1782,600238.SH
1783,688209.SH
1784,688365.SH
1785,300274.SZ
1786,000568.SZ
1787,002124.SZ
1788,002449.SZ
1789,603335.SH
1790,002915.SZ
1791,688568.SH
1792,688439.SH
1793,600661.SH
1794,600187.SH
1795,300879.SZ
1796,002251.SZ
1797,002099.SZ
1798,600741.SH
1799,688538.SH
1800,301267.SZ
1801,688196.SH
1802,000584.SZ
1803,002729.SZ
1804,300476.SZ
1805,600062.SH
1806,688399.SH
1807,301059.SZ
1808,300850.SZ
1809,601011.SH
1810,000830.SZ
1811,603299.SH
1812,002126.SZ
1813,300477.SZ
1814,600270.SH
1815,301089.SZ
1816,000002.SZ
1817,300639.SZ
1818,600702.SH
1819,603377.SH
1820,603619.SH
1821,688079.SH
1822,000755.SZ
1823,300496.SZ
1824,300722.SZ
1825,000056.SZ
1826,600160.SH
1827,601778.SH
1828,688639.SH
1829,002215.SZ
1830,600748.SH
1831,600761.SH
1832,300249.SZ
1833,600292.SH
1834,600594.SH
1835,603660.SH
1836,600552.SH
1837,688228.SH
1838,688651.SH
1839,002431.SZ
1840,600711.SH
1841,000565.SZ
1842,300596.SZ
1843,600345.SH
1844,300493.SZ
1845,000591.SZ
1846,000810.SZ
1847,002987.SZ
1848,301152.SZ
1849,301123.SZ
1850,601619.SH
1851,688345.SH
1852,688127.SH
1853,688208.SH
1854,688718.SH
1855,600018.SH
1856,600803.SH
1857,002876.SZ
1858,688260.SH
1859,001914.SZ
1860,002526.SZ
1861,301183.SZ
1862,300507.SZ
1863,301193.SZ
1864,688528.SH
1865,688206.SH
1866,601336.SH
1867,688337.SH
1868,000503.SZ
1869,301068.SZ
1870,300627.SZ
1871,600997.SH
1872,300679.SZ
1873,301203.SZ
1874,301141.SZ
1875,688303.SH
1876,301132.SZ
1877,002060.SZ
1878,301138.SZ
1879,300929.SZ
1880,600549.SH
1881,601958.SH
1882,301189.SZ
1883,300573.SZ
1884,300700.SZ
1885,300661.SZ
1886,603330.SH
1887,002419.SZ
1888,600606.SH
1889,600773.SH
1890,601898.SH
1891,601766.SH
1892,688270.SH
1893,603306.SH
1894,600252.SH
1895,300568.SZ
1896,603919.SH
1897,600610.SH
1898,300185.SZ
1899,301013.SZ
1900,688553.SH
1901,301198.SZ
1902,688662.SH
1903,002648.SZ
1904,300149.SZ
1905,300894.SZ
1906,688636.SH
1907,002621.SZ
1908,000897.SZ
1909,002746.SZ
1910,600660.SH
1911,600851.SH
1912,002916.SZ
1913,688175.SH
1914,688219.SH
1915,300869.SZ
1916,002805.SZ
1917,002603.SZ
1918,600196.SH
1919,002577.SZ
1920,600301.SH
1921,600408.SH
1922,301023.SZ
1923,601233.SH
1924,603567.SH
1925,301108.SZ
1926,002030.SZ
1927,300709.SZ
1928,002469.SZ
1929,603233.SH
1930,000912.SZ
1931,300863.SZ
1932,688366.SH
1933,600676.SH
1934,603067.SH
1935,600804.SH
1936,301039.SZ
1937,600166.SH
1938,601288.SH
1939,603191.SH
1940,600127.SH
1941,688671.SH
1942,301045.SZ
1943,601133.SH
1944,600477.SH
1945,603128.SH
1946,600882.SH
1947,688072.SH
1948,688232.SH
1949,301266.SZ
1950,688526.SH
1951,300768.SZ
1952,300765.SZ
1953,000582.SZ
1954,002841.SZ
1955,688663.SH
1956,002352.SZ
1957,600965.SH
1958,601128.SH
1959,600846.SH
1960,603986.SH
1961,600057.SH
1962,688378.SH
1963,600633.SH
1964,601298.SH
1965,301055.SZ
1966,603236.SH
1967,603387.SH
1968,300339.SZ
1969,002984.SZ
1970,002152.SZ
1971,601881.SH
1972,603982.SH
1973,002608.SZ
1974,000155.SZ
1975,002597.SZ
1976,688778.SH
1977,002049.SZ
1978,300930.SZ
1979,600547.SH
1980,601607.SH
1981,002832.SZ
1982,600075.SH
1983,000776.SZ
1984,300087.SZ
1985,688682.SH
1986,002272.SZ
1987,300267.SZ
1988,002011.SZ
1989,601236.SH
1990,603172.SH
1991,300628.SZ
1992,688033.SH
1993,300561.SZ
1994,301395.SZ
1995,603100.SH
1996,600722.SH
1997,002756.SZ
1998,688315.SH
1999,300236.SZ
2000,300878.SZ
2001,601116.SH
2002,688110.SH
2003,600387.SH
2004,301329.SZ
2005,601801.SH
2006,600728.SH
2007,000780.SZ
2008,600353.SH
2009,688638.SH
2010,002338.SZ
2011,002002.SZ
2012,300197.SZ
2013,000603.SZ
2014,600170.SH
2015,002249.SZ
2016,300775.SZ
2017,601258.SH
2018,688355.SH
2019,000012.SZ
2020,688489.SH
2021,600352.SH
2022,301037.SZ
2023,603888.SH
2024,000417.SZ
2025,301062.SZ
2026,688522.SH
2027,688517.SH
2028,601008.SH
2029,688633.SH
2030,000976.SZ
2031,002022.SZ
2032,300602.SZ
2033,002512.SZ
2034,002489.SZ
2035,300589.SZ
2036,000889.SZ
2037,300432.SZ
2038,603583.SH
2039,600139.SH
2040,300891.SZ
2041,300324.SZ
2042,000801.SZ
2043,600822.SH
2044,688571.SH
2045,300383.SZ
2046,600577.SH
2047,000707.SZ
2048,002422.SZ
2049,000088.SZ
2050,300090.SZ
2051,301012.SZ
2052,000593.SZ
2053,600448.SH
2054,603301.SH
2055,600663.SH
2056,300962.SZ
2057,002645.SZ
2058,301225.SZ
2059,600168.SH
2060,600831.SH
2061,300520.SZ
2062,601002.SH
2063,000566.SZ
2064,688293.SH
2065,000166.SZ
2066,300740.SZ
2067,600261.SH
2068,600017.SH
2069,600867.SH
2070,688283.SH
2071,300125.SZ
2072,000987.SZ
2073,603223.SH
2074,603681.SH
2075,000739.SZ
2076,600979.SH
2077,002095.SZ
2078,002284.SZ
2079,002926.SZ
2080,600868.SH
2081,603188.SH
2082,688307.SH
2083,601996.SH
2084,002110.SZ
2085,000656.SZ
2086,300699.SZ
2087,002261.SZ
2088,600486.SH
2089,603806.SH
2090,688728.SH
2091,688181.SH
2092,300983.SZ
2093,300094.SZ
2094,002189.SZ
2095,301022.SZ
2096,600517.SH
2097,688022.SH
2098,000630.SZ
2099,600179.SH
2100,300003.SZ
2101,300179.SZ
2102,688687.SH
2103,300017.SZ
2104,600859.SH
2105,300919.SZ
2106,000850.SZ
2107,688170.SH
2108,002466.SZ
2109,688577.SH
2110,688622.SH
2111,002434.SZ
2112,601088.SH
2113,600801.SH
2114,300671.SZ
2115,600105.SH
2116,301093.SZ
2117,600000.SH
2118,601100.SH
2119,688198.SH
2120,000607.SZ
2121,300920.SZ
2122,600173.SH
2123,600269.SH
2124,603056.SH
2125,301028.SZ
2126,600686.SH
2127,002913.SZ
2128,002570.SZ
2129,688389.SH
2130,002281.SZ
2131,002456.SZ
2132,603738.SH
2133,002465.SZ
2134,600066.SH
2135,688235.SH
2136,002411.SZ
2137,600905.SH
2138,301035.SZ
2139,603220.SH
2140,688177.SH
2141,600300.SH
2142,605020.SH
2143,300216.SZ
2144,002024.SZ
2145,300663.SZ
2146,600507.SH
2147,600790.SH
2148,603979.SH
2149,601163.SH
2150,688523.SH
2151,000960.SZ
2152,688772.SH
2153,000807.SZ
2154,688258.SH
2155,000915.SZ
2156,300581.SZ
2157,002268.SZ
2158,002119.SZ
2159,002467.SZ
2160,300980.SZ
2161,600958.SH
2162,600311.SH
2163,688227.SH
2164,301126.SZ
2165,300297.SZ
2166,002166.SZ
2167,603032.SH
2168,600120.SH
2169,301503.SZ
2170,301159.SZ
2171,688169.SH
2172,002447.SZ
2173,688363.SH
2174,301509.SZ
2175,301003.SZ
2176,688658.SH
2177,600556.SH
2178,300761.SZ
2179,688119.SH
2180,688249.SH
2181,301296.SZ
2182,601318.SH
2183,002519.SZ
2184,688372.SH
2185,600750.SH
2186,301320.SZ
2187,601068.SH
2188,300018.SZ
2189,600839.SH
2190,002349.SZ
2191,002506.SZ
2192,002441.SZ
2193,600699.SH
2194,002194.SZ
2195,688146.SH
2196,603978.SH
2197,688576.SH
2198,301091.SZ
2199,601868.SH
2200,688031.SH
2201,600887.SH
2202,688076.SH
2203,603135.SH
2204,301273.SZ
2205,600029.SH
2206,000823.SZ
2207,000989.SZ
2208,001287.SZ
2209,002366.SZ
2210,300947.SZ
2211,688333.SH
2212,600005.SH
2213,603088.SH
2214,301297.SZ
2215,688700.SH
2216,300151.SZ
2217,301298.SZ
2218,002052.SZ
2219,301024.SZ
2220,002346.SZ
2221,600379.SH
2222,600372.SH
2223,603599.SH
2224,600478.SH
2225,688696.SH
2226,000612.SZ
2227,300995.SZ
2228,002157.SZ
2229,301288.SZ
2230,002240.SZ
2231,600864.SH
2232,300987.SZ
2233,002182.SZ
2234,600515.SH
2235,688660.SH
2236,600525.SH
2237,688386.SH
2238,002311.SZ
2239,688575.SH
2240,002407.SZ
2241,000816.SZ
2242,300724.SZ
2243,300180.SZ
2244,600623.SH
2245,300333.SZ
2246,002097.SZ
2247,301153.SZ
2248,600079.SH
2249,600848.SH
2250,300331.SZ
2251,688062.SH
2252,688160.SH
2253,301382.SZ
2254,002307.SZ
2255,600682.SH
2256,600535.SH
2257,603667.SH
2258,002528.SZ
2259,600995.SH
2260,600999.SH
2261,300219.SZ
2262,603108.SH
2263,688038.SH
2264,300001.SZ
2265,002413.SZ
2266,600475.SH
2267,300369.SZ
2268,688195.SH
2269,000821.SZ
2270,300360.SZ
2271,300191.SZ
2272,300917.SZ
2273,002902.SZ
2274,688200.SH
2275,000970.SZ
2276,000898.SZ
2277,301383.SZ
2278,600862.SH
2279,603609.SH
2280,688051.SH
2281,600217.SH
2282,002560.SZ
2283,688466.SH
2284,002158.SZ
2285,002174.SZ
2286,601077.SH
2287,600730.SH
2288,688278.SH
2289,600213.SH
2290,000899.SZ
2291,002625.SZ
2292,300351.SZ
2293,600036.SH
2294,688819.SH
2295,600690.SH
2296,605399.SH
2297,002323.SZ
2298,601869.SH
2299,601699.SH
2300,300303.SZ
2301,301065.SZ
2302,002432.SZ
2303,002675.SZ
2304,601992.SH
2305,600167.SH
2306,600223.SH
2307,301336.SZ
2308,000957.SZ
2309,601369.SH
2310,002165.SZ
2311,600696.SH
2312,600165.SH
2313,000055.SZ
2314,600288.SH
2315,301170.SZ
2316,002145.SZ
2317,002440.SZ
2318,603868.SH
2319,688559.SH
2320,002484.SZ
2321,300311.SZ
2322,301258.SZ
2323,600636.SH
2324,688588.SH
2325,600219.SH
2326,600449.SH
2327,300244.SZ
2328,300593.SZ
2329,300922.SZ
2330,002266.SZ
2331,301349.SZ
2332,688107.SH
2333,301515.SZ
2334,300428.SZ
2335,601789.SH
2336,301207.SZ
2337,002222.SZ
2338,603033.SH
2339,688120.SH
2340,688502.SH
2341,603678.SH
2342,601888.SH
2343,688529.SH
2344,300871.SZ
2345,600585.SH
2346,600989.SH
2347,000540.SZ
2348,688282.SH
2349,601700.SH
2350,002946.SZ
2351,000032.SZ
2352,000425.SZ
2353,600398.SH
2354,600880.SH
2355,605376.SH
2356,688085.SH
2357,000738.SZ
2358,002073.SZ
2359,688787.SH
2360,301098.SZ
2361,300471.SZ
2362,002062.SZ
2363,300691.SZ
2364,300638.SZ
2365,002125.SZ
2366,002023.SZ
2367,301326.SZ
2368,000531.SZ
2369,600081.SH
2370,002458.SZ
2371,688679.SH
2372,301073.SZ
2373,000723.SZ
2374,603527.SH
2375,603556.SH
2376,301272.SZ
2377,600220.SH
2378,301158.SZ
2379,600648.SH
2380,688472.SH
2381,688503.SH
2382,000861.SZ
2383,600290.SH
2384,301058.SZ
2385,300941.SZ
2386,688779.SH
2387,600383.SH
2388,600136.SH
2389,601579.SH
2390,600551.SH
2391,002937.SZ
2392,601156.SH
2393,001965.SZ
2394,601890.SH
2395,002302.SZ
2396,000993.SZ
2397,688052.SH
2398,688677.SH
2399,002362.SZ
2400,688331.SH
2401,300499.SZ
2402,301328.SZ
2403,603693.SH
2404,603358.SH
2405,603290.SH
2406,601388.SH
2407,301020.SZ
2408,688552.SH
2409,603259.SH
2410,600295.SH
2411,002198.SZ
2412,300956.SZ
2413,603076.SH
2414,300937.SZ
2415,688739.SH
2416,000868.SZ
2417,301391.SZ
2418,600775.SH
2419,002372.SZ
2420,000731.SZ
2421,002450.SZ
2422,600466.SH
2423,688582.SH
2424,688168.SH
2425,603026.SH
2426,688560.SH
2427,002106.SZ
2428,600844.SH
2429,000572.SZ
2430,688096.SH
2431,002690.SZ
2432,600089.SH
2433,600216.SH
2434,000682.SZ
2435,000157.SZ
2436,600990.SH
2437,300902.SZ
2438,603392.SH
2439,688621.SH
2440,600335.SH
2441,688271.SH
2442,601555.SH
2443,688369.SH
2444,688152.SH
2445,000672.SZ
2446,000939.SZ
2447,002237.SZ
2448,603296.SH
2449,301287.SZ
2450,688261.SH
2451,000727.SZ
2452,603893.SH
2453,600192.SH
2454,600967.SH
2455,603077.SH
2456,300057.SZ
2457,300497.SZ
2458,002340.SZ
2459,688291.SH
2460,300895.SZ
2461,000651.SZ
2462,688631.SH
2463,301293.SZ
2464,600936.SH
2465,688558.SH
2466,301125.SZ
2467,300328.SZ
2468,601515.SH
2469,688488.SH
2470,002051.SZ
2471,300633.SZ
2472,000534.SZ
2473,300777.SZ
2474,601717.SH
2475,300927.SZ
2476,301176.SZ
2477,002122.SZ
2478,600033.SH
2479,688047.SH
2480,600067.SH
2481,300438.SZ
2482,301201.SZ
2483,301001.SZ
2484,300897.SZ
2485,601860.SH
2486,688799.SH
2487,601069.SH
2488,688238.SH
2489,600744.SH
2490,600150.SH
2491,688039.SH
2492,300666.SZ
2493,300110.SZ
2494,002797.SZ
2495,002714.SZ
2496,688396.SH
2497,301040.SZ
2498,688002.SH
2499,688629.SH
2500,000790.SZ
2501,600688.SH
2502,002335.SZ
2503,603160.SH
2504,002308.SZ
2505,301325.SZ
2506,000049.SZ
2507,002239.SZ
2508,600332.SH
2509,002477.SZ
2510,688480.SH
2511,000910.SZ
2512,688056.SH
2513,300403.SZ
2514,301097.SZ
2515,600614.SH
2516,000977.SZ
2517,301079.SZ
2518,601218.SH
2519,002326.SZ
2520,603613.SH
2521,601127.SH
2522,600416.SH
2523,300969.SZ
2524,301285.SZ
2525,688600.SH
2526,600386.SH
2527,301041.SZ
2528,300152.SZ
2529,002276.SZ
2530,600240.SH
2531,600587.SH
2532,688357.SH
2533,601198.SH
2534,603871.SH
2535,600369.SH
2536,688116.SH
2537,688563.SH
2538,002390.SZ
2539,600291.SH
2540,002214.SZ
2541,600318.SH
2542,600971.SH
2543,603897.SH
2544,688101.SH
2545,002127.SZ
2546,600522.SH
2547,601106.SH
2548,002078.SZ
2549,300957.SZ
2550,601606.SH
2551,002891.SZ
2552,301213.SZ
2553,600508.SH
2554,002046.SZ
2555,688036.SH
2556,002750.SZ
2557,002156.SZ
2558,600692.SH
2559,300677.SZ
2560,300772.SZ
2561,688281.SH
2562,688055.SH
2563,000777.SZ
2564,600180.SH
2565,301208.SZ
2566,002446.SZ
2567,600354.SH
2568,688390.SH
2569,003816.SZ
2570,603225.SH
2571,600403.SH
2572,603960.SH
2573,300928.SZ
2574,600875.SH
2575,300862.SZ
2576,000550.SZ
2577,600021.SH
2578,600988.SH
2579,600779.SH
2580,002664.SZ
2581,688479.SH
2582,002761.SZ
2583,300892.SZ
2584,600530.SH
2585,601777.SH
2586,002234.SZ
2587,600256.SH
2588,000778.SZ
2589,002109.SZ
2590,601908.SH
2591,002851.SZ
2592,301185.SZ
2593,301330.SZ
2594,301111.SZ
2595,002409.SZ
2596,600185.SH
2597,688789.SH
2598,300735.SZ
2599,688262.SH
2600,301295.SZ
2601,688069.SH
2602,600586.SH
2603,002376.SZ
2604,688361.SH
2605,600630.SH
2606,688379.SH
2607,301007.SZ
2608,300529.SZ
2609,688279.SH
2610,002439.SZ
2611,300595.SZ
2612,301181.SZ
2613,603429.SH
2614,002500.SZ
2615,301102.SZ
2616,002635.SZ
2617,600546.SH
2618,688199.SH
2619,301085.SZ
2620,603596.SH
2621,600151.SH
2622,688373.SH
2623,600438.SH
2624,301155.SZ
2625,600289.SH
2626,300875.SZ
2627,300158.SZ
2628,301056.SZ
2629,688409.SH
2630,002299.SZ
2631,002035.SZ
2632,600566.SH
2633,688300.SH
2634,600101.SH
2635,600175.SH
2636,000795.SZ
2637,300614.SZ
2638,600116.SH
2639,000501.SZ
2640,001872.SZ
2641,603486.SH
2642,002280.SZ
2643,002328.SZ
2644,000766.SZ
2645,300860.SZ
2646,000697.SZ
2647,600030.SH
2648,600362.SH
2649,000980.SZ
2650,688786.SH
2651,688510.SH
2652,300323.SZ
2653,600680.SH
2654,000822.SZ
2655,300576.SZ
2656,301026.SZ
2657,002588.SZ
2658,301221.SZ
2659,002108.SZ
2660,600377.SH
2661,600821.SH
2662,600963.SH
2663,002010.SZ
2664,300093.SZ
2665,002271.SZ
2666,002646.SZ
2667,603098.SH
2668,603035.SH
2669,002575.SZ
2670,688349.SH
2671,600787.SH
2672,000557.SZ
2673,688733.SH
2674,688276.SH
2675,300586.SZ
2676,002487.SZ
2677,301398.SZ
2678,300676.SZ
2679,300896.SZ
2680,603618.SH
2681,688347.SH
2682,688057.SH
2683,601965.SH
2684,688612.SH
2685,301060.SZ
2686,301300.SZ
2687,300613.SZ
2688,600206.SH
2689,002867.SZ
2690,300814.SZ
2691,603939.SH
2692,600500.SH
2693,603995.SH
2694,000527.SZ
2695,600653.SH
2696,000650.SZ
2697,002399.SZ
2698,000900.SZ
2699,601618.SH
2700,688598.SH
2701,603466.SH
2702,000965.SZ
2703,002503.SZ
2704,301393.SZ
2705,600337.SH
2706,600366.SH
2707,600323.SH
2708,000693.SZ
2709,000683.SZ
2710,300315.SZ
2711,301070.SZ
2712,000563.SZ
2713,000016.SZ
2714,300068.SZ
2715,688500.SH
2716,603169.SH
2717,000792.SZ
2718,600928.SH
2719,600933.SH
2720,688029.SH
2721,300885.SZ
2722,002839.SZ
2723,301389.SZ
2724,688603.SH
2725,301032.SZ
2726,688401.SH
2727,688670.SH
2728,002034.SZ
2729,300965.SZ
2730,600255.SH
2731,688220.SH
2732,301265.SZ
2733,600231.SH
2734,002538.SZ
2735,600885.SH
2736,002374.SZ
2737,002402.SZ
2738,300481.SZ
2739,300587.SZ
2740,688032.SH
2741,688531.SH
2742,002396.SZ
2743,301076.SZ
2744,600917.SH
2745,300394.SZ
2746,600313.SH
2747,301101.SZ
2748,600193.SH
2749,300737.SZ
2750,603927.SH
2751,300157.SZ
2752,688191.SH
2753,000962.SZ
2754,301180.SZ
2755,301369.SZ
2756,603123.SH
2757,688244.SH
2758,000027.SZ
2759,600112.SH
2760,603758.SH
2761,300971.SZ
2762,600866.SH
2763,300518.SZ
2764,688109.SH
2765,688068.SH
2766,600729.SH
2767,688618.SH
2768,300310.SZ
2769,002379.SZ
2770,002033.SZ
2771,688416.SH
2772,000876.SZ
2773,688114.SH
2774,603288.SH
2775,002216.SZ
2776,300188.SZ
2777,688058.SH
2778,002334.SZ
2779,300053.SZ
2780,002037.SZ
2781,605117.SH
2782,689009.SH
2783,300199.SZ
2784,002384.SZ
2785,601020.SH
2786,601339.SH
2787,603228.SH
2788,603589.SH
2789,000722.SZ
2790,688580.SH
2791,000024.SZ
2792,688667.SH
2793,000948.SZ
2794,300027.SZ
2795,600391.SH
2796,002468.SZ
2797,688380.SH
2798,688505.SH
2799,601166.SH
2800,002925.SZ
2801,300044.SZ
2802,300020.SZ
2803,301137.SZ
2804,000963.SZ
2805,600053.SH
2806,600422.SH
2807,002518.SZ
2808,002491.SZ
2809,002602.SZ
2810,601598.SH
2811,600239.SH
2812,601333.SH
2813,603989.SH
2814,301429.SZ
2815,601222.SH
2816,600338.SH
2817,600777.SH
2818,601666.SH
2819,603638.SH
2820,301069.SZ
2821,603001.SH
2822,603659.SH
2823,688360.SH
2824,688435.SH
2825,000034.SZ
2826,300145.SZ
2827,002206.SZ
2828,600651.SH
2829,300382.SZ
2830,603298.SH
2831,688111.SH
2832,600019.SH
2833,603908.SH
2834,603012.SH
2835,301505.SZ
2836,300253.SZ
2837,601566.SH
2838,002598.SZ
2839,600115.SH
2840,002294.SZ
2841,688015.SH
2842,000521.SZ
2843,300629.SZ
2844,301083.SZ
2845,002093.SZ
2846,301279.SZ
2847,600155.SH
2848,601601.SH
2849,601107.SH
2850,301042.SZ
2851,000748.SZ
2852,600562.SH
2853,688137.SH
2854,688513.SH
2855,600491.SH
2856,688606.SH
2857,600009.SH
2858,600503.SH
2859,000851.SZ
2860,300284.SZ
2861,000927.SZ
2862,002092.SZ
2863,600225.SH
2864,600782.SH
2865,002017.SZ
2866,000979.SZ
2867,600694.SH
2868,688222.SH
2869,002618.SZ
2870,300982.SZ
2871,300655.SZ
2872,600830.SH
2873,603348.SH
2874,300408.SZ
2875,600317.SH
2876,688327.SH
2877,300877.SZ
2878,002387.SZ
2879,601126.SH
2880,688226.SH
2881,000836.SZ
2882,688689.SH
2883,000625.SZ
2884,300674.SZ
2885,600023.SH
2886,600312.SH
2887,600743.SH
2888,002423.SZ
2889,300373.SZ
2890,301046.SZ
2891,688625.SH
2892,300739.SZ
2893,600860.SH
2894,002673.SZ
2895,600998.SH
2896,603776.SH
2897,300968.SZ
2898,002250.SZ
2899,688456.SH
2900,601137.SH
2901,300468.SZ
2902,300970.SZ
2903,300996.SZ
2904,600360.SH
2905,601155.SH
2906,603069.SH
2907,603355.SH
2908,688049.SH
2909,000690.SZ
2910,301381.SZ
2911,000877.SZ
2912,600966.SH
2913,603011.SH
2914,600011.SH
2915,301380.SZ
2916,300459.SZ
2917,300036.SZ
2918,600098.SH
2919,603530.SH
2920,002063.SZ
2921,600985.SH
2922,000062.SZ
2923,000009.SZ
2924,600343.SH
2925,601326.SH
2926,301390.SZ
2927,002421.SZ
2928,601059.SH
2929,600074.SH
2930,300357.SZ
2931,605090.SH
2932,000918.SZ
2933,600125.SH
2934,688322.SH
2935,002163.SZ
2936,600308.SH
2937,688400.SH
2938,002416.SZ
2939,688021.SH
2940,603601.SH
2941,688418.SH
2942,000513.SZ
2943,600083.SH
2944,688301.SH
2945,600888.SH
2946,688578.SH
2947,603881.SH
2948,600685.SH
2949,000620.SZ
2950,000671.SZ
2951,002029.SZ
2952,300376.SZ
2953,600122.SH
2954,600380.SH
2955,000678.SZ
2956,600675.SH
2957,000703.SZ
2958,002978.SZ
2959,603127.SH
2960,002459.SZ
2961,000639.SZ
2962,601919.SH
2963,603050.SH
2964,002179.SZ
2965,688256.SH
2966,688596.SH
2967,002223.SZ
2968,301177.SZ
2969,002573.SZ
2970,600816.SH
2971,688593.SH
2972,300961.SZ
2973,688370.SH
2974,301290.SZ
2975,301052.SZ
2976,301048.SZ
2977,600826.SH
2978,301231.SZ
2979,600293.SH
2980,688339.SH
2981,000422.SZ
2982,300859.SZ
2983,301386.SZ
2984,688167.SH
2985,002945.SZ
2986,301168.SZ
2987,002074.SZ
2988,603156.SH
2989,600130.SH
2990,600895.SH
2991,301080.SZ
2992,600211.SH
2993,600230.SH
2994,002241.SZ
2995,000887.SZ
2996,600183.SH
2997,301197.SZ
2998,601021.SH
2999,688701.SH
3000,000078.SZ
3001,301313.SZ
3002,688173.SH
3003,000522.SZ
3004,600811.SH
3005,300294.SZ
3006,300925.SZ
3007,300988.SZ
3008,601990.SH
3009,600968.SH
3010,002948.SZ
3011,600986.SH
3012,688428.SH
3013,688257.SH
3014,301107.SZ
3015,688147.SH
3016,688141.SH
3017,000661.SZ
3018,000333.SZ
3019,300989.SZ
3020,300977.SZ
3021,600064.SH
3022,688586.SH
3023,301283.SZ
3024,603789.SH
3025,601375.SH
3026,688162.SH
3027,002100.SZ
3028,688066.SH
3029,688620.SH
3030,300660.SZ
3031,603668.SH
3032,600096.SH
3033,688367.SH
3034,000539.SZ
3035,688515.SH
3036,688353.SH
3037,300755.SZ
3038,688106.SH
3039,300738.SZ
3040,300008.SZ
3041,300696.SZ
3042,002488.SZ
3043,002698.SZ
3044,002361.SZ
